year,dist_name,actual_evapotranspiration,rice_area_1000_ha,rice_production_1000_tons,rice_yield_kg_per_ha,rice_irrigated_area_1000_ha,maximum_temperature,minimum_temperature,precipitation,nitrogen_kharif_consumption_tons,nitrogen_rabi_consumption_tons,phosphate_kharif_consumption_tons,phosphate_rabi_consumption_tons,potash_kharif_consumption_tons,potash_rabi_consumption_tons,total_kharif_consumption_tons,total_rabi_consumption_tons,water_deficit
2001,Thiruvarur,87.25,174.72,460.11,2633.0,174.72,32.62,24.47,91.94,11129.0,11649.0,4835.0,4084.0,2298.0,4239.0,18262.0,19972.0,69.84
2001,Thoothukudi,50.13,10.2,42.78,4194.0,10.2,33.71,25.21,52.88,1180.0,2217.0,578.0,798.0,416.0,766.0,2174.0,3781.0,111.57
2001,Tiruchirappalli,64.52,72.32,296.51,4100.0,71.56,33.81,23.75,65.45,11513.0,22287.0,4832.0,8548.0,9001.0,16208.0,25346.0,47043.0,95.36
2001,Tiruvannamalai,79.84,122.69,370.96,3024.0,122.69,33.23,23.03,82.5,5920.0,17385.0,3213.0,7038.0,2394.0,6160.0,11527.0,30583.0,73.53
2001,Vellore,69.86,60.11,234.13,3895.0,60.11,32.67,22.15,74.17,8616.0,18997.0,3127.0,7442.0,3465.0,9775.0,15208.0,36214.0,79.21
2001,Villupuram,82.8,155.56,561.13,3607.0,151.01,33.39,23.68,85.48,11229.0,25367.0,5339.0,10318.0,5369.0,10884.0,21937.0,46569.0,74.93
2001,Virudhunagar,65.15,29.39,92.27,3140.0,29.34,33.81,24.8,68.94,2176.0,5688.0,1257.0,1821.0,787.0,1857.0,4220.0,9366.0,93.55
2002,Chennai,87.04,0.0,0.0,0.0,0.0,33.98,24.32,102.25,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,72.56
2002,Coimbatore,60.79,6.58,22.15,3366.0,6.58,30.25,20.85,81.2,8000.0,14256.0,3523.0,4469.0,8524.0,8906.0,20047.0,27631.0,73.08
2002,Cuddalore,80.66,102.34,281.71,2753.0,102.11,33.37,24.34,90.91,9942.0,14088.0,2983.0,3871.0,3923.0,5033.0,16848.0,22992.0,78.29
2002,Dharmapuri,59.65,30.15,77.6,2574.0,30.15,32.68,21.68,64.87,5126.0,5432.0,2450.0,1549.0,2301.0,1148.0,9877.0,8129.0,90.33
2002,Dindigul,50.76,15.37,52.71,3429.0,15.37,31.35,21.64,64.01,2708.0,8108.0,1415.0,2778.0,1254.0,2426.0,5377.0,13312.0,99.69
2002,Erode,43.85,16.69,74.47,4462.0,16.58,32.0,21.55,52.74,8426.0,15962.0,3754.0,6046.0,3356.0,3683.0,15536.0,25691.0,102.74
2002,Kancheepuram,86.38,97.42,278.09,2855.0,95.29,33.48,24.01,94.27,5508.0,10736.0,1913.0,4224.0,1545.0,5475.0,8966.0,20435.0,69.12
2002,Kanyakumari,73.4,26.05,98.47,3780.0,26.05,29.98,22.98,101.88,1995.0,3687.0,913.0,1878.0,1703.0,2151.0,4611.0,7716.0,58.64
2002,Karur,45.89,12.84,37.51,2921.0,12.84,34.66,24.36,55.17,1506.0,3553.0,469.0,1261.0,817.0,1073.0,2792.0,5887.0,122.53
2002,Madurai,52.04,43.96,112.17,2552.0,43.96,33.63,24.02,68.51,5552.0,11751.0,4525.0,3681.0,4273.0,7100.0,14350.0,22532.0,108.9
2002,Nagapattinam,83.07,137.72,159.45,1158.0,123.97,32.62,24.59,106.85,5915.0,9537.0,2006.0,1951.0,1837.0,2792.0,9758.0,14280.0,75.13
2002,Namakkal,52.2,9.44,34.97,3704.0,9.44,33.62,22.95,59.88,2443.0,3740.0,855.0,1665.0,1137.0,936.0,4435.0,6341.0,107.56
2002,Perambular,62.07,35.88,60.51,1686.0,25.0,34.32,24.42,72.32,2964.0,4021.0,1233.0,1647.0,1049.0,1097.0,5246.0,6765.0,103.6
2002,Pudukkottai,55.95,76.44,158.38,2072.0,71.14,33.54,24.68,70.78,5687.0,16321.0,1313.0,6556.0,1774.0,4382.0,8774.0,27259.0,108.62
2002,Ramananthapuram,48.71,126.15,159.79,1267.0,53.29,33.41,25.56,68.8,1282.0,5616.0,877.0,1508.0,173.0,508.0,2332.0,7632.0,119.84
2002,Salem,58.63,11.06,39.59,3580.0,10.75,33.05,22.22,65.95,6152.0,11386.0,2542.0,3159.0,6324.0,4669.0,15018.0,19214.0,95.36
2002,Sivagangai,54.59,79.74,139.34,1747.0,63.5,33.66,24.89,71.7,1633.0,5287.0,662.0,1326.0,373.0,793.0,2668.0,7406.0,110.13
2002,Thanjavur,64.56,139.19,318.33,2287.0,139.05,33.07,24.46,78.92,10677.0,19626.0,3605.0,4577.0,3417.0,5412.0,17699.0,29615.0,94.66
2002,The Nilgiris,66.15,1.85,6.23,3368.0,0.01,24.24,14.8,105.88,2788.0,2503.0,1156.0,525.0,2434.0,1533.0,6378.0,4561.0,46.84
2002,Theni,58.8,13.78,54.95,3988.0,13.78,30.31,21.3,76.28,3686.0,5325.0,2011.0,2110.0,2393.0,3465.0,8090.0,10900.0,79.9
2002,Thirunelveli,56.67,66.21,266.29,4022.0,66.21,32.3,24.21,81.69,6190.0,16413.0,3314.0,5811.0,2191.0,5614.0,11695.0,27838.0,93.52
2002,Thiruvallur,83.26,87.76,279.52,3185.0,73.5,33.7,23.8,90.59,9791.0,11381.0,2821.0,4717.0,1576.0,3175.0,14188.0,19273.0,69.87
2002,Thiruvarur,77.16,131.06,112.18,856.0,131.06,32.73,24.59,94.08,4188.0,12029.0,2107.0,3478.0,1505.0,2909.0,7800.0,18416.0,81.17
2002,Thoothukudi,43.05,14.72,64.5,4382.0,14.72,33.9,25.4,62.03,901.0,2249.0,366.0,719.0,349.0,914.0,1616.0,3882.0,121.8
2002,Tiruchirappalli,52.12,51.75,154.95,2994.0,50.85,34.02,23.96,62.92,8922.0,17873.0,3248.0,6500.0,6479.0,11386.0,18649.0,35759.0,111.28
2002,Tiruvannamalai,73.87,43.87,115.45,2632.0,43.87,33.43,23.22,77.33,5347.0,9680.0,2380.0,3200.0,2173.0,2700.0,9900.0,15580.0,79.17
2002,Vellore,65.7,26.29,89.86,3418.0,26.29,32.88,22.37,67.87,8400.0,11675.0,2799.0,3691.0,3280.0,3247.0,14479.0,18613.0,83.13
2002,Villupuram,75.2,80.63,241.29,2993.0,78.35,33.56,23.85,81.76,8084.0,16316.0,3505.0,6287.0,4698.0,5476.0,16287.0,28079.0,82.23
2002,Virudhunagar,48.39,31.61,86.66,2742.0,31.56,34.02,25.0,67.55,2427.0,5597.0,1202.0,1746.0,1154.0,1879.0,4783.0,9222.0,116.04
2003,Chennai,83.68,0.0,0.0,0.0,0.0,34.04,24.39,72.11,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,75.79
2003,Coimbatore,69.62,3.65,10.64,2915.0,3.65,30.49,21.1,87.89,5846.0,13077.0,3683.0,3294.0,9960.0,8162.0,19489.0,24533.0,62.38
2003,Cuddalore,91.1,104.16,317.66,3050.0,103.98,33.37,24.35,85.82,8069.0,13833.0,3168.0,4641.0,4407.0,4941.0,15644.0,23415.0,63.49
2003,Dharmapuri,60.72,4.49,17.86,3978.0,4.37,32.82,21.81,61.29,3192.0,2970.0,1887.0,1470.0,1777.0,1431.0,6856.0,5871.0,85.97
2003,Dindigul,68.61,11.44,32.38,2830.0,11.44,31.6,21.88,68.33,2066.0,8242.0,1442.0,3140.0,1973.0,2279.0,5481.0,13661.0,77.85
2003,Erode,46.81,1.94,7.96,4103.0,16.58,32.21,21.76,48.74,5903.0,11598.0,4322.0,6632.0,4209.0,4053.0,14434.0,22283.0,97.28
2003,Kancheepuram,85.84,97.12,295.64,3044.0,94.57,33.59,24.12,75.81,4389.0,11533.0,2102.0,4497.0,2384.0,5858.0,8875.0,21888.0,69.42
2003,Kanyakumari,87.68,17.32,52.9,3054.0,17.32,30.13,23.13,112.28,1580.0,3193.0,1279.0,1484.0,1839.0,2382.0,4698.0,7059.0,43.21
2003,Karur,60.53,9.32,24.07,2583.0,9.32,34.83,24.53,58.17,829.0,2227.0,347.0,933.0,589.0,842.0,1765.0,4002.0,102.41
2003,Krishnagiri,52.16,11.51,20.95,1820.0,11.36,31.8,20.71,54.1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,88.29
2003,Madurai,79.16,23.93,65.02,2717.0,23.93,33.87,24.27,77.3,3792.0,9500.0,2036.0,3743.0,3599.0,4080.0,9427.0,17323.0,78.25
2003,Nagapattinam,97.94,136.04,259.87,1910.0,118.69,32.6,24.57,99.29,5222.0,9819.0,1825.0,2611.0,1683.0,2877.0,8730.0,15307.0,55.88
2003,Namakkal,61.83,7.48,24.36,3257.0,7.48,33.76,23.09,61.89,795.0,2683.0,444.0,1347.0,688.0,720.0,1927.0,4750.0,92.82
2003,Perambular,80.14,36.38,85.91,2361.0,26.77,34.36,24.45,76.43,2234.0,4463.0,1707.0,1882.0,1215.0,951.0,5156.0,7296.0,79.3
2003,Pudukkottai,87.7,79.77,146.6,1838.0,68.95,33.66,24.81,85.82,5470.0,15467.0,3402.0,7663.0,3755.0,4865.0,12627.0,27995.0,70.26
2003,Ramananthapuram,79.57,121.03,20.77,172.0,54.04,33.6,25.75,75.01,1008.0,5071.0,641.0,1748.0,359.0,431.0,2008.0,7250.0,84.15
2003,Salem,65.25,13.59,43.65,3212.0,13.36,33.18,22.35,65.8,6810.0,10919.0,3234.0,5128.0,7092.0,8206.0,17136.0,24253.0,84.65
2003,Sivagangai,90.52,71.96,49.83,692.0,55.94,33.85,25.08,88.56,1430.0,3510.0,528.0,830.0,525.0,511.0,2483.0,4851.0,68.33
2003,Thanjavur,91.13,123.29,354.94,2879.0,123.25,33.13,24.52,87.14,7597.0,18862.0,2033.0,4946.0,3100.0,5284.0,12730.0,29092.0,61.5
2003,The Nilgiris,70.7,1.64,5.41,3299.0,0.01,24.48,15.04,109.78,2832.0,1852.0,890.0,560.0,2267.0,1563.0,5989.0,3975.0,42.13
2003,Theni,82.26,14.23,55.23,3881.0,14.23,30.58,21.57,83.96,3226.0,7060.0,1695.0,3182.0,2517.0,3047.0,7438.0,13289.0,53.87
2003,Thirunelveli,74.65,52.47,197.85,3771.0,52.47,32.48,24.39,88.66,4184.0,13263.0,2824.0,4470.0,2537.0,4783.0,9545.0,22516.0,74.35
2003,Thiruvallur,79.31,74.94,195.54,2609.0,67.05,33.84,23.94,68.7,5448.0,9562.0,2906.0,3819.0,1963.0,2441.0,10317.0,15822.0,73.72
2003,Thiruvarur,99.34,121.44,169.43,1395.0,121.44,32.76,24.61,95.27,3980.0,11409.0,1463.0,3177.0,927.0,2487.0,6370.0,17073.0,53.47
2003,Thoothukudi,55.88,13.54,56.89,4202.0,13.54,34.09,25.6,61.22,497.0,4193.0,348.0,1263.0,416.0,1138.0,1261.0,6594.0,108.03
2003,Tiruchirappalli,71.54,42.93,126.08,2937.0,42.51,34.14,24.08,68.8,7645.0,18441.0,2532.0,8220.0,6296.0,9993.0,16473.0,36654.0,85.96
2003,Tiruvannamalai,74.81,70.72,198.45,2806.0,70.72,33.54,23.33,71.55,4890.0,12072.0,2700.0,4344.0,2291.0,3052.0,9881.0,19468.0,75.71
2003,Vellore,63.78,30.91,108.17,3500.0,30.91,33.05,22.54,62.89,7328.0,13058.0,2969.0,5046.0,3711.0,3267.0,14008.0,21371.0,82.95
2003,Villupuram,81.94,75.28,234.75,3118.0,74.88,33.62,23.92,75.72,9458.0,19645.0,4249.0,9955.0,4542.0,6995.0,18249.0,36595.0,71.86
2003,Virudhunagar,76.93,24.14,43.98,1822.0,24.11,34.25,25.23,73.55,1256.0,4052.0,752.0,1134.0,752.0,1969.0,2760.0,7155.0,84.09
2004,Chennai,71.54,0.0,0.0,0.0,0.0,33.62,23.96,95.17,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,81.35
2004,Coimbatore,74.0,7.24,24.45,3377.0,7.24,29.98,20.58,99.42,7777.0,15983.0,3001.0,3940.0,8869.0,12931.0,19647.0,32854.0,54.05
2004,Cuddalore,87.61,114.6,315.7,2755.0,114.4,32.88,23.85,106.6,8648.0,17136.0,4379.0,5461.0,5284.0,7476.0,18311.0,30073.0,63.01
2004,Dharmapuri,77.46,13.92,38.57,2771.0,13.81,32.03,21.03,87.42,1901.0,3585.0,1303.0,1606.0,1494.0,2070.0,4698.0,7261.0,62.54
2004,Dindigul,69.5,21.03,74.25,3531.0,21.03,31.01,21.29,81.9,5065.0,9945.0,2641.0,3519.0,2391.0,3325.0,10097.0,16789.0,72.95
2004,Erode,59.8,55.35,216.25,3907.0,55.24,31.49,21.04,63.15,7736.0,14390.0,6753.0,8021.0,4385.0,6280.0,18874.0,28691.0,77.18
2004,Kancheepuram,75.59,101.67,307.11,3021.0,97.3,33.07,23.6,96.15,7117.0,14218.0,4051.0,5207.0,6383.0,9218.0,17551.0,28643.0,72.91
2004,Kanyakumari,92.3,22.02,86.49,3928.0,22.02,29.93,22.94,121.7,2054.0,3762.0,1312.0,1744.0,2524.0,3542.0,5890.0,9048.0,41.25
2004,Karur,64.43,18.23,54.28,2978.0,18.23,34.14,23.84,71.78,1336.0,2657.0,764.0,1020.0,916.0,1328.0,3016.0,5005.0,93.29
2004,Krishnagiri,71.99,17.62,45.25,2568.0,17.43,30.99,19.9,78.58,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,62.98
2004,Madurai,75.96,60.37,196.58,3256.0,60.37,33.36,23.75,89.28,5860.0,11489.0,3157.0,4321.0,4413.0,6326.0,13430.0,22136.0,77.92
2004,Nagapattinam,95.09,153.14,140.66,919.0,136.48,32.27,24.25,115.79,5979.0,12253.0,2590.0,3124.0,3126.0,4516.0,11695.0,19893.0,58.01
2004,Namakkal,71.54,9.04,28.79,3185.0,9.04,33.0,22.33,79.7,1718.0,3080.0,1065.0,1432.0,709.0,887.0,3492.0,5399.0,77.24
2004,Perambular,81.87,46.43,108.51,2337.0,37.7,33.7,23.79,96.88,2848.0,5373.0,1706.0,2153.0,968.0,1278.0,5522.0,8804.0,72.23
2004,Pudukkottai,81.36,94.03,277.28,2949.0,85.85,33.1,24.24,101.03,9838.0,18936.0,7173.0,9042.0,5291.0,7664.0,22302.0,35642.0,73.66
2004,Ramananthapuram,75.17,126.61,254.7,2012.0,55.62,33.2,25.36,82.35,3150.0,6238.0,1603.0,2056.0,439.0,577.0,5192.0,8871.0,89.68
2004,Salem,77.16,27.3,96.63,3540.0,26.88,32.41,21.58,88.66,6980.0,13280.0,4807.0,6074.0,8875.0,12711.0,20662.0,32065.0,66.48
2004,Sivagangai,83.22,85.14,179.54,2109.0,68.68,33.32,24.55,102.29,2105.0,4370.0,786.0,980.0,552.0,789.0,3443.0,6139.0,72.9
2004,Thanjavur,85.82,160.61,439.32,2735.0,160.61,32.64,24.03,100.04,11241.0,23104.0,4123.0,5742.0,5768.0,8300.0,21132.0,37146.0,65.22
2004,The Nilgiris,74.45,1.44,4.76,3306.0,0.01,23.94,14.51,130.98,1114.0,2177.0,498.0,623.0,1700.0,2460.0,3312.0,5260.0,35.61
2004,Theni,80.43,16.64,67.09,4032.0,16.64,30.14,21.13,90.66,4400.0,8458.0,2710.0,3643.0,3257.0,4654.0,10367.0,16755.0,53.67
2004,Thirunelveli,75.23,86.83,358.92,4134.0,86.83,32.24,24.14,84.29,8228.0,16379.0,4383.0,5248.0,5159.0,7368.0,17770.0,28995.0,74.63
2004,Thiruvallur,72.15,66.73,199.89,2996.0,58.28,33.3,23.41,90.96,6021.0,11550.0,3147.0,4307.0,2533.0,3491.0,11701.0,19348.0,73.74
2004,Thiruvarur,92.99,148.61,239.81,1614.0,148.61,32.37,24.23,108.22,6921.0,14190.0,3045.0,3771.0,2696.0,3884.0,12662.0,21845.0,59.14
2004,Thoothukudi,56.18,16.42,67.93,4137.0,16.42,33.82,25.33,57.64,2524.0,5033.0,1038.0,1428.0,1221.0,1740.0,4783.0,8201.0,108.69
2004,Tiruchirappalli,72.2,62.18,205.4,3303.0,61.52,33.45,23.38,86.65,11718.0,22480.0,7927.0,9880.0,10831.0,15567.0,30476.0,47927.0,80.95
2004,Tiruvannamalai,80.38,116.82,330.49,2829.0,116.66,32.84,22.64,95.18,7553.0,14827.0,4165.0,5151.0,3278.0,4571.0,14996.0,24549.0,62.38
2004,Vellore,74.58,29.4,90.15,3066.0,29.31,32.31,21.8,86.85,7966.0,15783.0,4305.0,5628.0,3486.0,4904.0,15757.0,26315.0,65.65
2004,Villupuram,80.31,163.7,525.85,3212.0,161.03,33.0,23.3,97.9,12699.0,24079.0,9452.0,11885.0,7597.0,10808.0,29748.0,46772.0,67.21
2004,Virudhunagar,74.15,29.71,86.99,2928.0,28.91,33.84,24.83,77.07,2489.0,4988.0,1102.0,1325.0,2125.0,3046.0,5716.0,9359.0,85.6
2005,Chennai,80.88,0.0,0.0,0.0,0.0,33.7,24.04,171.52,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,78.39
2005,Coimbatore,71.47,7.41,20.67,2789.0,7.41,30.15,20.75,91.84,10999.0,16713.0,3734.0,4448.0,10021.0,14167.0,24754.0,35328.0,58.99
2005,Cuddalore,84.74,114.29,218.35,1910.0,113.53,33.09,24.06,127.72,11634.0,18028.0,5261.0,6377.0,5762.0,8299.0,22657.0,32704.0,70.37
2005,Dharmapuri,79.85,29.02,85.39,2942.0,28.82,32.18,21.18,92.76,2498.0,3843.0,1667.0,1930.0,1821.0,2263.0,5986.0,8036.0,64.04
2005,Dindigul,63.18,23.74,75.3,3172.0,23.74,31.21,21.5,68.97,6932.0,10444.0,3560.0,3997.0,2658.0,3633.0,13150.0,18074.0,81.06
2005,Erode,57.21,43.54,179.56,4124.0,43.42,31.7,21.24,61.08,9755.0,15702.0,7520.0,10154.0,4727.0,6936.0,22002.0,32792.0,84.02
2005,Kancheepuram,82.97,114.72,293.88,2562.0,110.6,33.17,23.7,154.13,9700.0,14878.0,5099.0,6357.0,6826.0,10232.0,21625.0,31467.0,71.14
2005,Kanyakumari,87.64,21.71,82.52,3801.0,21.71,30.08,23.09,120.76,2686.0,3939.0,1682.0,1859.0,2776.0,3858.0,7144.0,9656.0,46.21
2005,Karur,59.12,18.4,48.23,2621.0,18.4,34.37,24.07,61.4,1873.0,2813.0,1058.0,1224.0,980.0,1464.0,3911.0,5501.0,101.05
2005,Krishnagiri,74.2,21.98,57.8,2630.0,21.93,31.13,20.04,86.97,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,63.42
2005,Madurai,67.11,71.0,234.49,3303.0,71.0,33.57,23.96,70.92,7990.0,11952.0,4244.0,4917.0,4857.0,7016.0,17091.0,23885.0,86.76
2005,Nagapattinam,83.94,158.1,136.64,864.0,143.27,32.55,24.53,134.35,8259.0,13146.0,2961.0,3899.0,3356.0,4991.0,14576.0,22036.0,72.34
2005,Namakkal,65.65,18.83,68.85,3656.0,18.83,33.23,22.56,73.27,2257.0,3193.0,1527.0,1551.0,840.0,933.0,4624.0,5677.0,86.78
2005,Perambular,78.51,45.95,114.56,2493.0,37.42,33.93,24.03,92.63,3754.0,5604.0,2134.0,2493.0,1109.0,1361.0,6997.0,9458.0,81.83
2005,Pudukkottai,76.19,95.99,232.57,2423.0,89.22,33.34,24.48,75.97,13009.0,20531.0,8689.0,11085.0,5674.0,8524.0,27372.0,40140.0,82.21
2005,Ramananthapuram,62.39,127.4,247.08,1939.0,53.84,33.45,25.61,68.04,4265.0,6630.0,1982.0,2423.0,503.0,608.0,6750.0,9661.0,103.7
2005,Salem,74.36,37.33,137.29,3678.0,36.47,32.61,21.77,87.66,9184.0,14274.0,5814.0,7284.0,9666.0,14162.0,24664.0,35720.0,73.45
2005,Sivagangai,77.18,89.92,192.74,2143.0,71.92,33.54,24.78,71.67,2952.0,4616.0,941.0,1202.0,596.0,868.0,4489.0,6686.0,81.05
2005,Thanjavur,78.99,154.9,399.48,2579.0,154.9,32.9,24.29,92.74,15864.0,24389.0,5608.0,6563.0,6162.0,9269.0,27634.0,40221.0,75.37
2005,The Nilgiris,73.6,1.43,4.72,3301.0,0.0,24.1,14.66,126.23,1558.0,2266.0,635.0,711.0,1823.0,2720.0,4016.0,5697.0,38.35
2005,Theni,73.03,15.69,65.29,4161.0,15.69,30.31,21.3,84.83,5938.0,8873.0,3608.0,4138.0,3554.0,5127.0,13100.0,18138.0,61.85
2005,Thirunelveli,66.67,86.4,309.07,3577.0,86.4,32.4,24.31,93.47,11155.0,17588.0,5069.0,6573.0,5578.0,8147.0,21802.0,32308.0,83.21
2005,Thiruvallur,82.5,96.99,271.58,2800.0,86.3,33.4,23.5,150.66,8042.0,11744.0,4331.0,4545.0,2847.0,3806.0,15220.0,20095.0,69.85
2005,Thiruvarur,83.86,156.1,243.45,1560.0,156.1,32.65,24.51,113.43,9595.0,15245.0,3603.0,4704.0,2901.0,4343.0,16099.0,24292.0,71.03
2005,Thoothukudi,47.96,19.93,81.82,4105.0,19.93,34.03,25.54,66.11,3527.0,5256.0,1432.0,1604.0,1327.0,1912.0,6286.0,8772.0,117.14
2005,Tiruchirappalli,67.4,79.58,236.74,2975.0,78.96,33.68,23.62,72.98,15510.0,23897.0,9320.0,11931.0,11654.0,17278.0,36484.0,53106.0,89.69
2005,Tiruvannamalai,86.72,142.74,393.53,2757.0,142.55,32.95,22.75,122.66,10153.0,15897.0,4926.0,6387.0,3559.0,5134.0,18638.0,27418.0,62.02
2005,Vellore,81.22,58.16,167.45,2879.0,58.15,32.41,21.9,110.6,10982.0,16727.0,5722.0,6782.0,3816.0,5427.0,20520.0,28936.0,63.98
2005,Villupuram,84.42,168.44,511.93,3039.0,165.59,33.16,23.45,122.98,16522.0,25786.0,11287.0,14676.0,8158.0,12173.0,35967.0,52635.0,68.81
2005,Virudhunagar,62.45,30.78,98.48,3199.0,30.43,34.04,25.03,70.99,3408.0,5270.0,1286.0,1602.0,2296.0,3355.0,6990.0,10227.0,97.54
2006,Chennai,87.99,0.0,0.0,0.0,0.0,33.69,24.03,116.29,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,67.41
2006,Coimbatore,73.59,6.22,24.01,3860.0,6.22,29.89,20.49,97.49,13188.0,14923.0,4460.0,7211.0,8222.0,13745.0,25870.0,35879.0,53.99
2006,Cuddalore,87.24,105.44,392.38,3721.0,105.14,33.01,23.98,95.0,14439.0,13690.0,5779.0,5943.0,4763.0,5265.0,24981.0,24898.0,64.15
2006,Dharmapuri,73.84,21.06,76.07,3612.0,20.81,32.29,21.29,67.57,2925.0,2552.0,1722.0,1473.0,1217.0,2551.0,5864.0,6576.0,66.27
2006,Dindigul,65.41,18.61,81.25,4366.0,18.61,30.91,21.2,75.07,8405.0,9411.0,3897.0,3586.0,2041.0,3650.0,14343.0,16647.0,74.87
2006,Erode,53.61,38.55,161.6,4192.0,38.42,31.57,21.12,56.03,14021.0,22630.0,10556.0,11033.0,4042.0,14845.0,28619.0,48508.0,83.72
2006,Kancheepuram,88.36,103.11,395.13,3832.0,100.96,33.18,23.71,104.3,11478.0,11477.0,5853.0,5900.0,6034.0,3420.0,23365.0,20797.0,62.54
2006,Kanyakumari,89.79,21.41,94.13,4397.0,21.41,29.56,22.57,133.28,3150.0,2415.0,1470.0,1361.0,2086.0,1822.0,6706.0,5598.0,35.69
2006,Karur,57.02,13.75,48.27,3511.0,13.75,34.2,23.9,61.6,2180.0,3283.0,1002.0,1419.0,826.0,1606.0,4008.0,6308.0,100.17
2006,Krishnagiri,61.54,17.89,51.04,2853.0,17.81,31.26,20.17,57.97,5958.0,2210.0,2530.0,1251.0,3277.0,481.0,11765.0,3942.0,72.48
2006,Madurai,73.4,67.23,267.52,3979.0,67.23,33.22,23.61,85.79,9543.0,14277.0,4790.0,5626.0,3986.0,6628.0,18319.0,26531.0,75.36
2006,Nagapattinam,88.06,165.71,630.61,3806.0,150.86,32.34,24.31,111.18,10487.0,4813.0,3701.0,1566.0,2779.0,2335.0,16967.0,8714.0,63.46
2006,Namakkal,63.8,15.22,57.68,3790.0,15.22,33.14,22.47,65.11,2505.0,2563.0,1287.0,1226.0,429.0,960.0,4221.0,4749.0,85.46
2006,Perambular,81.3,41.93,131.98,3148.0,34.26,33.87,23.97,79.17,4761.0,6264.0,2379.0,1998.0,769.0,2491.0,7909.0,10753.0,74.42
2006,Pudukkottai,74.42,93.37,283.99,3042.0,85.23,33.18,24.33,81.17,16892.0,13948.0,10390.0,7892.0,4798.0,11045.0,32080.0,32885.0,79.79
2006,Ramananthapuram,68.6,130.42,223.19,1711.0,55.44,33.12,25.28,81.86,5278.0,5269.0,2280.0,1588.0,281.0,827.0,7839.0,7684.0,90.08
2006,Salem,71.67,27.48,99.81,3632.0,27.08,32.61,21.78,70.84,11312.0,20290.0,6787.0,10551.0,8116.0,12219.0,26215.0,43060.0,72.62
2006,Sivagangai,72.89,81.39,109.45,1345.0,63.68,33.32,24.55,85.11,3721.0,6034.0,1175.0,1661.0,479.0,970.0,5375.0,8665.0,81.02
